datetime,Open,High,Low,Close,Volume,OI
2025-09-01 09:15:00+05:30,53658.15,53852.75,53658.15,53836.35,0,0
2025-09-01 09:16:00+05:30,53847.15,53855.5,53800.65,53840.5,0,0
2025-09-01 09:17:00+05:30,53840.8,53869.65,53813.8,53869.65,0,0
2025-09-01 09:18:00+05:30,53857.25,53902.75,53845.1,53846.3,0,0
2025-09-01 09:19:00+05:30,53847.35,53893.0,53841.4,53884.2,0,0
2025-09-01 09:20:00+05:30,53889.2,53889.2,53862.1,53862.1,0,0
2025-09-01 09:21:00+05:30,53855.55,53872.45,53844.95,53865.45,0,0
2025-09-01 09:22:00+05:30,53866.3,53905.5,53866.3,53897.25,0,0
2025-09-01 09:23:00+05:30,53901.95,53916.55,53886.5,53910.8,0,0
2025-09-01 09:24:00+05:30,53908.9,53938.05,53907.05,53920.6,0,0
2025-09-01 09:25:00+05:30,53922.2,53925.4,53899.5,53921.2,0,0
2025-09-01 09:26:00+05:30,53920.85,53929.4,53906.4,53912.95,0,0
2025-09-01 09:27:00+05:30,53913.6,53929.0,53913.15,53918.7,0,0
2025-09-01 09:28:00+05:30,53919.4,53926.75,53899.3,53904.5,0,0
2025-09-01 09:29:00+05:30,53903.35,53941.05,53894.15,53938.9,0,0
2025-09-01 09:30:00+05:30,53938.65,53938.65,53924.05,53936.45,0,0
2025-09-01 09:31:00+05:30,53936.8,53959.8,53927.4,53927.4,0,0
2025-09-01 09:32:00+05:30,53926.1,53931.65,53895.75,53931.3,0,0
2025-09-01 09:33:00+05:30,53927.3,53957.65,53926.25,53952.4,0,0
2025-09-01 09:34:00+05:30,53951.75,53972.8,53951.75,53963.75,0,0
2025-09-01 09:35:00+05:30,53961.85,53965.85,53948.45,53955.4,0,0
2025-09-01 09:36:00+05:30,53956.3,53982.55,53956.3,53979.85,0,0
2025-09-01 09:37:00+05:30,53981.05,53982.0,53956.65,53964.25,0,0
2025-09-01 09:38:00+05:30,53968.4,53975.0,53953.7,53962.55,0,0
2025-09-01 09:39:00+05:30,53964.1,53976.3,53953.05,53955.3,0,0
2025-09-01 09:40:00+05:30,53956.6,53960.7,53938.9,53944.5,0,0
2025-09-01 09:41:00+05:30,53945.5,53953.15,53923.25,53946.25,0,0
2025-09-01 09:42:00+05:30,53943.25,53954.15,53929.05,53934.15,0,0
2025-09-01 09:43:00+05:30,53934.95,53964.95,53933.0,53956.85,0,0
2025-09-01 09:44:00+05:30,53955.15,53956.65,53940.9,53949.1,0,0
2025-09-01 09:45:00+05:30,53948.3,53963.35,53933.2,53962.05,0,0
2025-09-01 09:46:00+05:30,53964.25,53980.95,53961.15,53966.15,0,0
2025-09-01 09:47:00+05:30,53965.95,53965.95,53949.85,53962.8,0,0
2025-09-01 09:48:00+05:30,53962.55,53969.2,53953.2,53962.9,0,0
2025-09-01 09:49:00+05:30,53961.9,53974.15,53933.45,53933.85,0,0
2025-09-01 09:50:00+05:30,53935.0,53957.65,53932.8,53951.0,0,0
2025-09-01 09:51:00+05:30,53952.5,53962.95,53947.85,53948.8,0,0
2025-09-01 09:52:00+05:30,53950.4,53983.75,53948.3,53971.2,0,0
2025-09-01 09:53:00+05:30,53971.6,53978.65,53958.5,53976.8,0,0
2025-09-01 09:54:00+05:30,53977.6,53988.25,53970.9,53979.8,0,0
2025-09-01 09:55:00+05:30,53979.8,53985.3,53958.9,53958.9,0,0
2025-09-01 09:56:00+05:30,53957.95,53965.95,53930.9,53935.75,0,0
2025-09-01 09:57:00+05:30,53937.4,53951.95,53933.3,53935.2,0,0
2025-09-01 09:58:00+05:30,53937.1,53953.05,53925.55,53951.75,0,0
2025-09-01 09:59:00+05:30,53953.35,53966.35,53949.4,53951.65,0,0
2025-09-01 10:00:00+05:30,53952.25,53954.15,53940.15,53945.7,0,0
2025-09-01 10:01:00+05:30,53944.3,53949.5,53929.5,53932.4,0,0
2025-09-01 10:02:00+05:30,53929.75,53939.75,53924.7,53933.75,0,0
2025-09-01 10:03:00+05:30,53934.35,53936.15,53913.4,53918.0,0,0
2025-09-01 10:04:00+05:30,53919.3,53927.95,53908.85,53922.2,0,0
2025-09-01 10:05:00+05:30,53921.35,53925.2,53900.35,53901.15,0,0
2025-09-01 10:06:00+05:30,53902.3,53906.85,53890.2,53891.7,0,0
2025-09-01 10:07:00+05:30,53894.6,53902.7,53889.05,53895.45,0,0
2025-09-01 10:08:00+05:30,53897.6,53897.6,53866.95,53883.2,0,0
2025-09-01 10:09:00+05:30,53883.8,53897.65,53880.55,53891.6,0,0
2025-09-01 10:10:00+05:30,53893.9,53897.9,53880.75,53886.95,0,0
2025-09-01 10:11:00+05:30,53886.95,53900.1,53881.45,53888.75,0,0
2025-09-01 10:12:00+05:30,53889.95,53903.65,53885.55,53889.9,0,0
2025-09-01 10:13:00+05:30,53888.8,53891.85,53873.55,53877.4,0,0
2025-09-01 10:14:00+05:30,53876.4,53887.65,53864.15,53864.15,0,0
2025-09-01 10:15:00+05:30,53860.9,53865.05,53851.25,53862.25,0,0
2025-09-01 10:16:00+05:30,53861.05,53870.75,53852.8,53870.4,0,0
2025-09-01 10:17:00+05:30,53870.75,53896.4,53864.0,53877.6,0,0
2025-09-01 10:18:00+05:30,53877.4,53878.9,53859.6,53864.3,0,0
2025-09-01 10:19:00+05:30,53862.95,53864.75,53848.7,53848.7,0,0
2025-09-01 10:20:00+05:30,53848.5,53855.65,53825.75,53830.4,0,0
2025-09-01 10:21:00+05:30,53832.75,53839.4,53807.85,53814.05,0,0
2025-09-01 10:22:00+05:30,53812.8,53812.8,53791.3,53797.7,0,0
2025-09-01 10:23:00+05:30,53800.1,53805.85,53793.65,53798.35,0,0
2025-09-01 10:24:00+05:30,53802.5,53802.85,53781.2,53792.6,0,0
2025-09-01 10:25:00+05:30,53800.2,53834.65,53794.1,53814.65,0,0
2025-09-01 10:26:00+05:30,53817.55,53823.45,53811.45,53821.4,0,0
2025-09-01 10:27:00+05:30,53822.15,53833.6,53812.45,53819.2,0,0
2025-09-01 10:28:00+05:30,53818.75,53831.05,53818.55,53827.1,0,0
2025-09-01 10:29:00+05:30,53821.2,53834.8,53811.7,53823.3,0,0
2025-09-01 10:30:00+05:30,53823.5,53825.3,53811.95,53818.0,0,0
2025-09-01 10:31:00+05:30,53818.5,53826.5,53797.25,53803.9,0,0
2025-09-01 10:32:00+05:30,53800.1,53809.05,53794.7,53795.7,0,0
2025-09-01 10:33:00+05:30,53796.0,53802.85,53781.6,53781.6,0,0
2025-09-01 10:34:00+05:30,53781.1,53788.75,53775.5,53777.5,0,0
2025-09-01 10:35:00+05:30,53775.7,53776.4,53762.95,53763.4,0,0
2025-09-01 10:36:00+05:30,53765.15,53767.65,53755.75,53764.7,0,0
2025-09-01 10:37:00+05:30,53763.15,53786.0,53760.65,53783.8,0,0
2025-09-01 10:38:00+05:30,53782.2,53788.55,53772.25,53780.7,0,0
2025-09-01 10:39:00+05:30,53781.8,53783.4,53767.15,53771.5,0,0
2025-09-01 10:40:00+05:30,53771.0,53779.8,53766.95,53770.35,0,0
2025-09-01 10:41:00+05:30,53770.15,53778.4,53767.05,53771.65,0,0
2025-09-01 10:42:00+05:30,53772.25,53778.7,53766.25,53773.35,0,0
2025-09-01 10:43:00+05:30,53777.9,53799.1,53773.8,53797.05,0,0
2025-09-01 10:44:00+05:30,53798.2,53815.75,53795.75,53804.0,0,0
2025-09-01 10:45:00+05:30,53818.0,53833.9,53799.5,53828.35,0,0
2025-09-01 10:46:00+05:30,53828.95,53863.4,53828.55,53855.1,0,0
2025-09-01 10:47:00+05:30,53854.7,53865.35,53839.55,53839.55,0,0
2025-09-01 10:48:00+05:30,53840.75,53846.75,53835.75,53836.3,0,0
2025-09-01 10:49:00+05:30,53837.1,53849.05,53834.95,53849.05,0,0
2025-09-01 10:50:00+05:30,53849.55,53858.35,53844.45,53854.3,0,0
2025-09-01 10:51:00+05:30,53851.5,53856.05,53840.4,53852.5,0,0
2025-09-01 10:52:00+05:30,53849.5,53855.1,53832.05,53836.45,0,0
2025-09-01 10:53:00+05:30,53837.1,53846.7,53825.75,53825.75,0,0
2025-09-01 10:54:00+05:30,53825.9,53827.0,53809.05,53809.85,0,0
2025-09-01 10:55:00+05:30,53810.35,53817.4,53798.4,53804.0,0,0
2025-09-01 10:56:00+05:30,53804.45,53829.2,53799.45,53826.25,0,0
2025-09-01 10:57:00+05:30,53826.5,53837.85,53817.6,53829.3,0,0
2025-09-01 10:58:00+05:30,53831.6,53833.95,53825.1,53829.95,0,0
2025-09-01 10:59:00+05:30,53830.45,53842.15,53825.0,53840.0,0,0
